Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Only two members / persons in one day or one hour please ??,2020-05-19,11,Circuit Breaker,11,1,-10.706898477633672,0,1,0,20.832255890004948,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,so technically we can continue our family gathering monthly aye,2020-05-19,10,Circuit Breaker,10,0,-12.447897695705905,2,0,2,56.2717555139388,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Need to check in and out? ????,2020-05-20,6,Circuit Breaker,6,0,-8.901848586372116,1,1,0,106.49138129018992,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Haha then how my grandchildren come le still young le,2020-05-20,10,Circuit Breaker,10,0,-13.032018584136615,1,2,1,31.288213435697042,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,???›visit while you are allowed.  visits may be suspended again.  Poor old folks,2020-05-20,13,Circuit Breaker,13,1,-10.608836995250632,4,1,1,36.848290562807655,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,"So if my sibling lives with my parents, does it mean I canƒ??t visit them? I think some people might not mind not visiting their siblings living in Oxley lol",2020-05-20,30,Circuit Breaker,31,2,-11.406861547135177,8,1,2,16.610322340116007,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Visitors must be of same household to visit parents. But those working full time resumes and they are from all sorts of households. Right.?????¬,2020-05-21,24,Circuit Breaker,24,1,-10.323333236978506,4,1,0,14.100403665079314,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,For visiting must apply permit? Or how kana caught! Btw how ambassador know hah?,2020-05-22,14,Circuit Breaker,14,1,-13.243394498684301,3,0,0,20.832255890004948,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,The favourite child gets to visit first,2020-05-19,7,Circuit Breaker,7,0,-10.574223484131597,2,0,0,106.49138129018992,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,What does it mean same household? If same household they r alrs in the same hse rite... what's there to visit,2020-05-19,20,Circuit Breaker,21,1,-12.026115871060512,4,0,0,31.288213435697042,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Very confusing????same household but siblings cannot???????,2020-05-19,7,Circuit Breaker,7,0,-11.928788514381475,1,1,0,56.2717555139388,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,"@gankimyong Well done Sir, totally sensible approach. I'm sure you took  the average number of times your own children and grandchildren visited you into account when coming up with this magical number :)",2020-05-19,30,Circuit Breaker,31,2,-11.425589960850875,4,2,2,12.781647919089401,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Just visit as needed. Already practise social distancing long time sgo. Suddenly everyone want to visit .. sign,2020-05-19,17,Circuit Breaker,17,1,-12.345804709584318,5,0,0,16.87838265532912,2,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,???????? @prettyfatbacon  yayyy we can both go at the same time @yujieyap,2020-05-19,9,Circuit Breaker,9,0,-12.732653078244512,1,0,1,36.84829056280765,4,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Wow if pre school start to open we are going to have another case of covid19 that is ready to be unleashed .cause we are basically  not ready  open  as long as we see cluster that are slowly going up,2020-05-19,40,Circuit Breaker,40,2,-10.635086960853416,10,1,1,26.40715085584247,3,0,0.0
"Singaporeans will be allowed to visit their parents or grandparents from June 2, but with some restrictions in place.
Each household can receive up to only 2 visitors once a day when the circuit breaker ends.
Here are some other restrictions announced by MOH:
1. The visitors must come from the same household
2. Siblings will not be allowed to visit one another
Link in bio @straits_times
????: Kua Chee Siong
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-05-19 12:09:26+00:00,Might as well don't announce. Everyday few hundreds cases I don't think they wil stop extend????ƒ?ƒ??‹?,2020-05-19,14,Circuit Breaker,18,1,-13.398470494273393,3,0,1,20.500270600692804,3,0,0.0
