,Post Description,Post Datetime,Comments,Comment Datetime,num_words
408,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,Piety can be pursued at home. Piety can also mean taking care of yourself and your community by staying home 🙏🙏🙏,2020-03-24 14:42:36+00:00,20
409,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,Good move.  The 🇲🇾 mosque infection was a terrible price to pay.,2020-03-24 15:17:39+00:00,11
410,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,singapore sasuey singapore sasuey singapore susauey singapore sasuey singapore sasuey,2020-03-25 00:24:36+00:00,10
411,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,lee kuan yew is the virus,2020-03-25 00:24:54+00:00,6
412,"[BREAKING] The congregational Friday prayers will also remain suspended until further notice.

Photo from MUIS/Facebook",2020-03-24 11:57:36+00:00,"@akmalfunction yeah you lose argument cos you dont have logic, then ask people to shut up lol. say dont generalised but you yourself give a bad impression of your religion, what a hypocrite",2020-03-25 05:34:54+00:00,32
417,"[BREAKING] All bars and entertainment venues like night clubs, discos, cinemas, theatres, and karaoke outlets, where there is a high risk of transmission due to sustained close contact over a period of time, will be closed. 
Apart from entertainment venues, all centre-based tuition and enrichment classes will be suspended to reduce the intermingling of students from different schools.

Organised tours in public venues (such as sightseeing or guided walking tours) will also be suspended.

Photo from Zouk SG",2020-03-24 11:49:12+00:00,House Parties... Here I come,2020-03-25 06:24:31+00:00,5
418,"[BREAKING] All bars and entertainment venues like night clubs, discos, cinemas, theatres, and karaoke outlets, where there is a high risk of transmission due to sustained close contact over a period of time, will be closed. 
Apart from entertainment venues, all centre-based tuition and enrichment classes will be suspended to reduce the intermingling of students from different schools.

Organised tours in public venues (such as sightseeing or guided walking tours) will also be suspended.

Photo from Zouk SG",2020-03-24 11:49:12+00:00,"Schools, buses and mrts are safer than them. 👍👍👍 Logic",2020-03-25 07:46:50+00:00,9
423,"[BREAKING] All bars and entertainment venues like night clubs, discos, cinemas, theatres, and karaoke outlets, where there is a high risk of transmission due to sustained close contact over a period of time, will be closed. 
Apart from entertainment venues, all centre-based tuition and enrichment classes will be suspended to reduce the intermingling of students from different schools.

Organised tours in public venues (such as sightseeing or guided walking tours) will also be suspended.

Photo from Zouk SG",2020-03-24 11:49:12+00:00,"Welp, no more gigs then :*",2020-03-25 11:15:24+00:00,5
425,"[BREAKING] All bars and entertainment venues like night clubs, discos, cinemas, theatres, and karaoke outlets, where there is a high risk of transmission due to sustained close contact over a period of time, will be closed. 
Apart from entertainment venues, all centre-based tuition and enrichment classes will be suspended to reduce the intermingling of students from different schools.

Organised tours in public venues (such as sightseeing or guided walking tours) will also be suspended.

Photo from Zouk SG",2020-03-24 11:49:12+00:00,But isn’t school like a public place for people since people go there from Monday to Friday and have a chance on getting it if one of ur friends are on loa and enters the school and sits with ur friends then the whole school will get corona,2020-03-25 12:47:55+00:00,49
426,"[BREAKING] All bars and entertainment venues like night clubs, discos, cinemas, theatres, and karaoke outlets, where there is a high risk of transmission due to sustained close contact over a period of time, will be closed. 
Apart from entertainment venues, all centre-based tuition and enrichment classes will be suspended to reduce the intermingling of students from different schools.

Organised tours in public venues (such as sightseeing or guided walking tours) will also be suspended.

Photo from Zouk SG",2020-03-24 11:49:12+00:00,"Frightening fact on COVID 19 infection:Make no mistake. When loved ones are removed from your home by ambulance because the virus has hit them hard, you are not going to be able to follow them there, sit by their hospital bed and hold their hand. You are not going to be able to pop in at 7.00 pm for visiting hours. They are going to have no one other than exhausted and brave hospital staff to see them through days or weeks of barely breathing through a ventilator until they either die or recover. They are not going to be well enough to text you.You are not going to be able to phone the ward to check in on them regularly (staff will be too busy for that). During that time, they will be completely alone, while you sit at home waiting to hear whether they have made it through.Imagine that person is someone you love dearly. Because it's going to be a reality for many in the coming weeks.And if that person in hospital happens to be you, going through that ordeal completely alone, it would be nothing less than terrifying.Please stay home and only go out if absolutely necessary. Social distancing is imperative right now for your family and mine.Copy and paste to share, I did.",2020-03-25 16:46:36+00:00,211
