,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
162,1261492074609692672,1261492074609692672,2020-05-16,11:02:02,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.2865899, 103.82696]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/MpINnyVhnC",en,[],['https://www.instagram.com/p/CAO6Cc7BqaL/?igshid=myizgrwfyp0j'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261492074609692672,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/MpINnyVhnC"
163,1261446207471185949,1261446207471185949,2020-05-16,07:59:47,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.27688223, 103.82800027]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/SIiZFYcrzt",en,[],['https://www.instagram.com/p/CAOlLpUhAmP/?igshid=1ma59x0zi1oto'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261446207471185949,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE…  https://t.co/SIiZFYcrzt"
164,1261281782059749377,1261281782059749377,2020-05-15,21:06:24,2488537724,nigel_elijah,아저씨天 #TIAN天 AjusSHI 天叔OMG我的天,"{'type': 'Point', 'coordinates': [1.29379, 103.7931]}","A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , ✨🌟 #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/GiwT8WLIVN",en,[],['https://www.instagram.com/p/CANaZ_yhQfW/?igshid=t8h4huj5sj3b'],[],0,0,0,"['big', 'wakeup', 'to', 'those', 'who', 'dontknow', 'young', 'socialdistancing', 'safedistancing', 'despite', 'individual', 'everybody', 'nation', 'efforts', 'goodthoughts', 'goodthoughttianomg', 'to', 'keep', 'singapore']",https://twitter.com/nigel_elijah/status/1261281782059749377,0,[],['etc'],"A VERY #BIG #WAKEup #TO #THOSE #WHO “ #DONTknow “  etc #YOUNG #SOCIALdistancing / #SAFEdistancing , :sparkles::glowing_star: #DESPITE #INDIVIDUAL , #EVERYBODY , #NATION ‘s #EFFORTS #GOODthoughts #GOODthoughtTIANomg #TO #KEEP #SINGAPORE ••…  https://t.co/GiwT8WLIVN"
167,1260428034760376323,1260428034760376323,2020-05-13,12:33:55,10091812,ozlady,Stephanie,,"I get asked about #remotework in industrial environments - #supplychains &amp; #manufacturing. Preparing for #safedistancing short term, &amp; the role of automation &amp; optimisation of supply chains long-term, to ensure business longevity &amp; survival Read more:  https://t.co/YW4BZZfAIz",en,[],['https://www.linkedin.com/pulse/innovation-5-considerations-manufacturing-covid-19-aware-Krishnan'],[],0,1,4,"['remotework', 'supplychains', 'manufacturing', 'safedistancing']",https://twitter.com/ozlady/status/1260428034760376323,0,[],"['get', 'ask', 'industri', 'environ', 'amp', 'prepar', 'short', 'term', 'amp', 'role', 'autom', 'amp', 'optimis', 'suppli', 'chain', 'ensur', 'busi', 'longev', 'amp', 'surviv', 'read']","I get asked about #remotework in industrial environments - #supplychains &amp; #manufacturing. Preparing for #safedistancing short term, &amp; the role of automation &amp; optimisation of supply chains long-term, to ensure business longevity &amp; survival Read more:  https://t.co/YW4BZZfAIz"
168,1260395154902376448,1260394502948220928,2020-05-13,10:23:16,1286235264,travelthoughtsg,Travel Thoughts,,"We can't wait to see you in Singapore again. 🇸🇬 For now, lets stay safe by staying at home, wearing a mask when going out, washing our hands regularly, and practicing social distancing at all times.💯   #singapore #passionmadepossible #touristattractions #sgunited #circuitbreaker  https://t.co/1JDIEf0QYt",en,[],[],"['https://pbs.twimg.com/media/EX3SmyWU8AUZWsr.jpg', 'https://pbs.twimg.com/media/EX3Sot2U8AItUjQ.jpg', 'https://pbs.twimg.com/media/EX3SqovUcAA7s4-.jpg', 'https://pbs.twimg.com/media/EX3SsSuU8AU3UhI.jpg']",0,0,0,"['singapore', 'passionmadepossible', 'touristattractions', 'sgunited', 'circuitbreaker']",https://twitter.com/TravelThoughtsg/status/1260395154902376448,1,[],"['ca', 'wait', 'see', 'singapor', 'let', 'stay', 'stay', 'home', 'wear', 'mask', 'go', 'wash', 'hand', 'regularli', 'practic', 'social', 'time']","We can't wait to see you in Singapore again. :Singapore: For now, lets stay safe by staying at home, wearing a mask when going out, washing our hands regularly, and practicing social distancing at all times.:hundred_points:   #singapore #passionmadepossible #touristattractions #sgunited #circuitbreaker  https://t.co/1JDIEf0QYt"
169,1260394502948220928,1260394502948220928,2020-05-13,10:20:41,1286235264,travelthoughtsg,Travel Thoughts,,"We can't wait to see you in Singapore again. 🇸🇬 For now, lets stay safe by staying at home, wearing a mask when going out, washing our hands regularly, and practicing social distancing at all times.💯   #singapore #passionmadepossible #touristattractions #sgunited #circuitbreaker  https://t.co/VcENDpqB1b",en,[],[],"['https://pbs.twimg.com/media/EX3R85wVcAAGYmp.jpg', 'https://pbs.twimg.com/media/EX3R_fRVAAA4sf6.jpg', 'https://pbs.twimg.com/media/EX3SBdNVcAAGQtP.jpg', 'https://pbs.twimg.com/media/EX3SF_kU8AIlH3j.jpg']",1,0,0,"['singapore', 'passionmadepossible', 'touristattractions', 'sgunited', 'circuitbreaker']",https://twitter.com/TravelThoughtsg/status/1260394502948220928,1,[],"['ca', 'wait', 'see', 'singapor', 'let', 'stay', 'stay', 'home', 'wear', 'mask', 'go', 'wash', 'hand', 'regularli', 'practic', 'social', 'time']","We can't wait to see you in Singapore again. :Singapore: For now, lets stay safe by staying at home, wearing a mask when going out, washing our hands regularly, and practicing social distancing at all times.:hundred_points:   #singapore #passionmadepossible #touristattractions #sgunited #circuitbreaker  https://t.co/VcENDpqB1b"
170,1260114788190875648,1260114354386595841,2020-05-12,15:49:11,10872822,sehof,Sense Hofstede,,"@mgerrydoyle They were first fights, supposedly, so it is not really safe distancing.",en,[],[],[],0,0,1,[],https://twitter.com/sehof/status/1260114788190875648,0,"[{'screen_name': 'mgerrydoyle', 'name': 'Gerry Doyle', 'id': '788697546'}]","['first', 'fight', 'supposedli', 'realli']","@mgerrydoyle They were first fights, supposedly, so it is not really safe distancing."
171,1260076806738071552,1260076760927891456,2020-05-12,13:18:16,20659288,yamkeng,Baey Yam Keng 马炎庆,,"However, we must continue to adhere to safe distancing measures and consume these services only on a need-to basis.  This should not be an excuse to have gatherings and socialising.   #SGunited",en,[],[],[],1,0,4,['sgunited'],https://twitter.com/YamKeng/status/1260076806738071552,0,[],"['howev', 'must', 'continu', 'adher', 'measur', 'consum', 'servic', 'basi', 'excus', 'gather', 'socialis']","However, we must continue to adhere to safe distancing measures and consume these services only on a need-to basis.  This should not be an excuse to have gatherings and socialising.   #SGunited"
172,1259811488400904193,1259811488400904193,2020-05-11,19:43:59,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #safedistancing #covid19 #unagieggandsoup #socialdistancing @ Evania  https://t.co/ga14Rb2HEU,en,[],['https://www.instagram.com/p/CAC9zH0nTFn/?igshid=x2mqqn0assus'],[],0,0,1,"['crcheers', 'quircsingapore', 'homemademeals', 'safedistancing', 'covid19', 'unagieggandsoup', 'socialdistancing']",https://twitter.com/QUIRC_Singapore/status/1259811488400904193,0,[],"['dinner', 'tonight', 'evania']",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #safedistancing #covid19 #unagieggandsoup #socialdistancing @ Evania  https://t.co/ga14Rb2HEU
173,1259383968920526848,1259383968920526848,2020-05-10,15:25:11,102546880,amitbag,Amit Bagga,,Unwavering and always our best friend. Even a robotic dog stands guard and protects us in times of need. Singapore experiments for safe distancing. I couldn't believe some media folks termed it 'horrifying' and 'creepy'.  #TechForGood #Singapore  https://t.co/D5fP3vkNqe,en,[],['https://www.channelnewsasia.com/news/singapore/meet-the-robot-dog-promoting-safe-distancing-in-singapore-s-12716544#.XreqvbLmTKw.twitter'],[],0,0,0,"['techforgood', 'singapore']",https://twitter.com/Amitbag/status/1259383968920526848,0,[],"['unwav', 'alway', 'best', 'friend', 'even', 'robot', 'dog', 'stand', 'guard', 'protect', 'us', 'time', 'need', 'singapor', 'experi', 'could', 'believ', 'media', 'folk', 'term']",Unwavering and always our best friend. Even a robotic dog stands guard and protects us in times of need. Singapore experiments for safe distancing. I couldn't believe some media folks termed it 'horrifying' and 'creepy'.  #TechForGood #Singapore  https://t.co/D5fP3vkNqe
174,1259089983144628226,1259089983144628226,2020-05-09,19:56:59,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #safedistancing #covid19 #grilledseabass #socialdistancing #grilledveg @ Evania  https://t.co/O6llbFIwBl,en,[],['https://www.instagram.com/p/B_91skXHySc/?igshid=187pm1b4e01ii'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'safedistancing', 'covid19', 'grilledseabass', 'socialdistancing', 'grilledveg']",https://twitter.com/QUIRC_Singapore/status/1259089983144628226,0,[],"['dinner', 'tonight', 'evania']",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #safedistancing #covid19 #grilledseabass #socialdistancing #grilledveg @ Evania  https://t.co/O6llbFIwBl
175,1259069636743581696,1259069636743581696,2020-05-09,18:36:08,381968183,joyce__koh,Joyce Koh,,Meet the robot dog promoting safe distancing in Singapore's parks | Video  https://t.co/GM6Y9PWkPt,en,[],['https://www.channelnewsasia.com/news/singapore/meet-the-robot-dog-promoting-safe-distancing-in-singapore-s-12716544#.XraHk9wTKuc.twitter'],[],0,1,0,[],https://twitter.com/Joyce__Koh/status/1259069636743581696,0,[],"['meet', 'robot', 'dog', 'promot', 'singapor', 'park', 'video']",Meet the robot dog promoting safe distancing in Singapore's parks | Video  https://t.co/GM6Y9PWkPt
176,1259053942983536640,1259053942983536640,2020-05-09,17:33:46,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.36305561, 103.8712511]}",lunch  #crcheers #quircsingapore #adventuresofalifetime #safedistancing #covid19 #socialdistancing #prawnpasta @ Sun Ray Cafe  https://t.co/apgSOCyDDG,en,[],['https://www.instagram.com/p/B_9lTSQHVbx/?igshid=b95e1tuv6j9l'],[],0,0,0,"['crcheers', 'quircsingapore', 'adventuresofalifetime', 'safedistancing', 'covid19', 'socialdistancing', 'prawnpasta']",https://twitter.com/QUIRC_Singapore/status/1259053942983536640,0,[],"['lunch', 'sun', 'ray', 'cafe']",lunch  #crcheers #quircsingapore #adventuresofalifetime #safedistancing #covid19 #socialdistancing #prawnpasta @ Sun Ray Cafe  https://t.co/apgSOCyDDG
177,1259019097100050432,1259019097100050432,2020-05-09,15:15:18,247474334,kbgolfsingapore,Kate Burton,,Quite an unbelievable site here in Singapore. The ‘park robot’ ensuring safe distancing  https://t.co/pOXmPoNGGo,en,[],[],[],11,5,25,[],https://twitter.com/kbgolfsingapore/status/1259019097100050432,1,[],"['quit', 'unbeliev', 'site', 'singapor', 'park', 'robot', 'ensur']",Quite an unbelievable site here in Singapore. The ‘park robot’ ensuring safe distancing  https://t.co/pOXmPoNGGo
178,1258684131627524097,1258684131627524097,2020-05-08,17:04:16,130461707,adeeliana,Juliana Shafif,,Safe distancing guys 👍🏻  https://t.co/hez2DKeHsO,en,[],[],['https://pbs.twimg.com/media/EXe-P6AU4AAtYK6.jpg'],0,0,0,[],https://twitter.com/adeeliana/status/1258684131627524097,1,[],['guy'],Safe distancing guys :thumbs_up_light_skin_tone:  https://t.co/hez2DKeHsO
179,1258641395591438336,1258641395591438336,2020-05-08,14:14:27,24269742,richberta,Rich Berta,,"Prequel to the Black Mirror ""Metalhead"" episode? // Four-legged robot goes on trial at Bishan-Ang Mo Kio park to promote safe distancing  https://t.co/GudbAVaFzT",en,[],['https://www.todayonline.com/singapore/four-legged-robot-goes-trial-bishan-ang-mo-kio-park-promote-safe-distancing'],[],0,0,0,[],https://twitter.com/richberta/status/1258641395591438336,0,[],"['prequel', 'black', 'mirror', 'metalhead', 'episod', 'robot', 'goe', 'trial', 'mo', 'kio', 'park', 'promot']","Prequel to the Black Mirror ""Metalhead"" episode? // Four-legged robot goes on trial at Bishan-Ang Mo Kio park to promote safe distancing  https://t.co/GudbAVaFzT"
180,1258366030595964933,1258366030595964933,2020-05-07,20:00:15,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.36138, 103.88626]}",kway chap for dinner today!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #yaowaratthaikwaychap #safedistancing @ Yaowarat Thai Kway Chap  https://t.co/EHliqjx6SA,en,[],['https://www.instagram.com/p/B_4setMHqZI/?igshid=1d3kbr6pyltjd'],[],0,0,0,"['crcheers', 'quircsingapore', 'adventuresofalifetime', 'staysafeandhealthy', 'covid19', 'yaowaratthaikwaychap', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1258366030595964933,0,[],"['kway', 'chap', 'dinner', 'today', 'yaowarat', 'thai', 'kway', 'chap']",kway chap for dinner today!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #yaowaratthaikwaychap #safedistancing @ Yaowarat Thai Kway Chap  https://t.co/EHliqjx6SA
181,1258337696914608129,1258333760023453696,2020-05-07,18:07:40,875403228,theartofmezame,Mezame 🇸🇬,,"@educatingdumbos @mrbrown What’s wrong? If you missed out the irony in the placement of the visuals, it’s ok. I am happy to explain. Photo shows two obvious family members holding close, and there’s a warning sign advising people to adopt social distancing measures. Stay safe :)",en,[],[],[],0,0,1,[],https://twitter.com/theartofmezame/status/1258337696914608129,0,"[{'screen_name': 'educatingdumbos', 'name': 'selfish british people', 'id': '1220324219717730304'}, {'screen_name': 'mrbrown', 'name': 'mrbrown', 'id': '574253'}]","['wrong', 'miss', 'ironi', 'placement', 'visual', 'ok', 'happi', 'explain', 'photo', 'show', 'two', 'obviou', 'famili', 'member', 'hold', 'close', 'warn', 'sign', 'advis', 'peopl', 'adopt', 'social', 'measur', 'stay']","@educatingdumbos @mrbrown What’s wrong? If you missed out the irony in the placement of the visuals, it’s ok. I am happy to explain. Photo shows two obvious family members holding close, and there’s a warning sign advising people to adopt social distancing measures. Stay safe :)"
182,1257993449774645248,1257993449774645248,2020-05-06,19:19:45,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #garlicfriedriceandcod #safedistancing @ Evania  https://t.co/T4nZUPPjie,en,[],['https://www.instagram.com/p/B_2DDGAHruo/?igshid=j05cljeqlc6'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'covid19', 'garlicfriedriceandcod', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1257993449774645248,0,[],"['dinner', 'tonight', 'evania']",dinner tonight!!!  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #garlicfriedriceandcod #safedistancing @ Evania  https://t.co/T4nZUPPjie
183,1257635365361520641,1257635365361520641,2020-05-05,19:36:51,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.34923684, 103.87562614]}",dinner tonight!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #malacraving #safedistancing @ Serangoon Central Singapore  https://t.co/OQNf5GeCyC,en,[],['https://www.instagram.com/p/B_zgNl2nMhp/?igshid=sqjn3nuuyw41'],[],0,0,0,"['crcheers', 'quircsingapore', 'adventuresofalifetime', 'staysafeandhealthy', 'covid19', 'malacraving', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1257635365361520641,0,[],"['dinner', 'tonight', 'serangoon', 'central', 'singapor']",dinner tonight!!!  #crcheers #quircsingapore #adventuresofalifetime #staysafeandhealthy #covid19 #malacraving #safedistancing @ Serangoon Central Singapore  https://t.co/OQNf5GeCyC
184,1257511637164097541,1257511637164097541,2020-05-05,11:25:12,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",my kind of drink again  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #lingyong #safedistancing @ Evania  https://t.co/juuE0Qxvlb,en,[],['https://www.instagram.com/p/B_yn8iQnV97/?igshid=1qdyunleo7fm6'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'covid19', 'lingyong', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1257511637164097541,0,[],"['kind', 'drink', 'evania']",my kind of drink again  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #lingyong #safedistancing @ Evania  https://t.co/juuE0Qxvlb
185,1257495722758492161,1257495722758492161,2020-05-05,10:21:58,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",my kind of drinks 😂  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #chrysanthemumtea #safedistancing @ Evania  https://t.co/niYwjlSgQ1,en,[],['https://www.instagram.com/p/B_ygtW3n2LA/?igshid=13qqh2c44i9fq'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'covid19', 'chrysanthemumtea', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1257495722758492161,0,[],"['kind', 'drink', 'evania']",my kind of drinks :face_with_tears_of_joy:  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #chrysanthemumtea #safedistancing @ Evania  https://t.co/niYwjlSgQ1
186,1257161557143928832,1257161557143928832,2020-05-04,12:14:06,846357951409401856,quirc_singapore,Regina Tio-Cher,"{'type': 'Point', 'coordinates': [1.35013374, 103.87910674]}",crab meat theme for lunch today...  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #crabmeat #safedistancing @ Evania  https://t.co/3cktpUdnuA,en,[],['https://www.instagram.com/p/B_wIv22nMyv/?igshid=ln4zvr0g03h4'],[],0,0,0,"['crcheers', 'quircsingapore', 'homemademeals', 'staysafeandhealthy', 'covid19', 'crabmeat', 'safedistancing']",https://twitter.com/QUIRC_Singapore/status/1257161557143928832,0,[],"['crab', 'meat', 'theme', 'lunch', 'today', 'evania']",crab meat theme for lunch today...  #crcheers #quircsingapore #homemademeals #staysafeandhealthy #covid19 #crabmeat #safedistancing @ Evania  https://t.co/3cktpUdnuA
187,1256813599844036613,1256743162112065540,2020-05-03,13:11:27,2703695041,lernhweido,Lern Hwei Do,,"@DrMattMcCarthy Domestic cats outside Neighbourhood Seniors' Daycare, closed due to safe distancing. As with Western culture, cats are grandma's and, occasionally grandpa's best friend (old men here prefer birds, dogs and fish as pets).  https://t.co/gC3SNq8nsa",en,[],[],['https://pbs.twimg.com/media/EXEZR6uUEAMRdOY.jpg'],0,0,1,[],https://twitter.com/LernHweiDo/status/1256813599844036613,1,"[{'screen_name': 'DrMattMcCarthy', 'name': 'Matt McCarthy', 'id': '1862822629'}]","['domest', 'cat', 'outsid', 'neighbourhood', 'senior', 'daycar', 'close', 'due', 'western', 'cultur', 'cat', 'grandma', 'occasion', 'grandpa', 'best', 'friend', 'old', 'men', 'prefer', 'bird', 'dog', 'fish', 'pet']","@DrMattMcCarthy Domestic cats outside Neighbourhood Seniors' Daycare, closed due to safe distancing. As with Western culture, cats are grandma's and, occasionally grandpa's best friend (old men here prefer birds, dogs and fish as pets).  https://t.co/gC3SNq8nsa"
